CONTENT,CLASS,content_lowercase,content_lowercase_rn,content_tokenization,content_stopword,content_steem,content_clean
"Nature is beautiful, no need to place tits in video to impress people.﻿",0,"nature is beautiful, no need to place tits in video to impress people.﻿",nature is beautiful no need to place tits in video to impress people,"['nature', 'is', 'beautiful', 'no', 'need', 'to', 'place', 'tits', 'in', 'video', 'to', 'impress', 'people']","['nature', 'beautiful', 'need', 'place', 'tits', 'video', 'impress', 'people']","['natur', 'beauti', 'need', 'place', 'tit', 'video', 'impress', 'peopl']","['natur', 'beauti', 'need', 'place', 'tit', 'video', 'impress', 'peopl']"
This is so stupid. If you Roared at a Lion in real life you'd dede﻿,0,this is so stupid. if you roared at a lion in real life you'd dede﻿,this is so stupid if you roared at a lion in real life you d dede,"['this', 'is', 'so', 'stupid', 'if', 'you', 'roared', 'at', 'a', 'lion', 'in', 'real', 'life', 'you', 'd', 'dede']","['stupid', 'roared', 'lion', 'real', 'life', 'dede']","['stupid', 'roar', 'lion', 'real', 'life', 'dede']","['stupid', 'roar', 'lion', 'real', 'life', 'dede']"
This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,0,this song is so awesome!!!she made everything stand out and all the viewers  could imagine themselves at the setting of the video. awesome job katy  perry!!!!﻿,this song is so awesome she made everything stand out and all the viewers could imagine themselves at the setting of the video awesome job katy perry,"['this', 'song', 'is', 'so', 'awesome', 'she', 'made', 'everything', 'stand', 'out', 'and', 'all', 'the', 'viewers', 'could', 'imagine', 'themselves', 'at', 'the', 'setting', 'of', 'the', 'video', 'awesome', 'job', 'katy', 'perry']","['song', 'awesome', 'made', 'everything', 'stand', 'viewers', 'could', 'imagine', 'setting', 'video', 'awesome', 'job', 'katy', 'perry']","['song', 'awesom', 'made', 'everyth', 'stand', 'viewer', 'could', 'imagin', 'set', 'video', 'awesom', 'job', 'kati', 'perri']","['song', 'awesom', 'made', 'everyth', 'stand', 'viewer', 'could', 'imagin', 'set', 'video', 'awesom', 'job', 'kati', 'perri']"
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0,katy perry - roar (official): http://youtu.be/cevxzvsjlk8﻿,katy perry roar official URL,"['katy', 'perry', 'roar', 'official', 'URL']","['katy', 'perry', 'roar', 'official', 'URL']","['kati', 'perri', 'roar', 'offici', 'url']","['kati', 'perri', 'roar', 'offici', 'url']"
Katy Perry is lion﻿,0,katy perry is lion﻿,katy perry is lion,"['katy', 'perry', 'is', 'lion']","['katy', 'perry', 'lion']","['kati', 'perri', 'lion']","['kati', 'perri', 'lion']"
"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",1,"people, here is a new network like fb...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 wellcome to everyone! ;)﻿",people here is a new network like fb you register also free the difference is only that you get paid for sharing commenting and liking posts and so one don t waste your time on fb for sharing and not being paid register here to make also money with your everyday posts URL wellcome to everyone,"['people', 'here', 'is', 'a', 'new', 'network', 'like', 'fb', 'you', 'register', 'also', 'free', 'the', 'difference', 'is', 'only', 'that', 'you', 'get', 'paid', 'for', 'sharing', 'commenting', 'and', 'liking', 'posts', 'and', 'so', 'one', 'don', 't', 'waste', 'your', 'time', 'on', 'fb', 'for', 'sharing', 'and', 'not', 'being', 'paid', 'register', 'here', 'to', 'make', 'also', 'money', 'with', 'your', 'everyday', 'posts', 'URL', 'wellcome', 'to', 'everyone']","['people', 'new', 'network', 'like', 'fb', 'register', 'also', 'free', 'difference', 'get', 'paid', 'sharing', 'commenting', 'liking', 'posts', 'one', 'waste', 'time', 'fb', 'sharing', 'paid', 'register', 'make', 'also', 'money', 'everyday', 'posts', 'URL', 'wellcome', 'everyone']","['peopl', 'new', 'network', 'like', 'fb', 'regist', 'also', 'free', 'differ', 'get', 'paid', 'share', 'comment', 'like', 'post', 'one', 'wast', 'time', 'fb', 'share', 'paid', 'regist', 'make', 'also', 'money', 'everyday', 'post', 'url', 'wellcom', 'everyon']","['peopl', 'new', 'network', 'like', 'fb', 'regist', 'also', 'free', 'differ', 'get', 'paid', 'share', 'comment', 'like', 'post', 'one', 'wast', 'time', 'fb', 'share', 'paid', 'regist', 'make', 'also', 'money', 'everyday', 'post', 'url', 'wellcom', 'everyon']"
"I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  ""Roar"" just says on the same wavelength. It falls flat.﻿",0,"i've figured out why i dislike this song: it's supposed to be a power  ballad right? something that's uplifting and motivating by the end.  however, the final chorus has no extra umph at the end and actually sounds  just like the first one. instead of crescendo-ing into a powerful finish,  ""roar"" just says on the same wavelength. it falls flat.﻿",i ve figured out why i dislike this song it s supposed to be a power ballad right something that s uplifting and motivating by the end however the final chorus has no extra umph at the end and actually sounds just like the first one instead of crescendo ing into a powerful finish roar just says on the same wavelength it falls flat,"['i', 've', 'figured', 'out', 'why', 'i', 'dislike', 'this', 'song', 'it', 's', 'supposed', 'to', 'be', 'a', 'power', 'ballad', 'right', 'something', 'that', 's', 'uplifting', 'and', 'motivating', 'by', 'the', 'end', 'however', 'the', 'final', 'chorus', 'has', 'no', 'extra', 'umph', 'at', 'the', 'end', 'and', 'actually', 'sounds', 'just', 'like', 'the', 'first', 'one', 'instead', 'of', 'crescendo', 'ing', 'into', 'a', 'powerful', 'finish', 'roar', 'just', 'says', 'on', 'the', 'same', 'wavelength', 'it', 'falls', 'flat']","['figured', 'dislike', 'song', 'supposed', 'power', 'ballad', 'right', 'something', 'uplifting', 'motivating', 'end', 'however', 'final', 'chorus', 'extra', 'umph', 'end', 'actually', 'sounds', 'like', 'first', 'one', 'instead', 'crescendo', 'ing', 'powerful', 'finish', 'roar', 'says', 'wavelength', 'falls', 'flat']","['figur', 'dislik', 'song', 'suppos', 'power', 'ballad', 'right', 'someth', 'uplift', 'motiv', 'end', 'howev', 'final', 'chorus', 'extra', 'umph', 'end', 'actual', 'sound', 'like', 'first', 'one', 'instead', 'crescendo', 'ing', 'power', 'finish', 'roar', 'say', 'wavelength', 'fall', 'flat']","['figur', 'dislik', 'song', 'suppos', 'power', 'ballad', 'right', 'someth', 'uplift', 'motiv', 'end', 'howev', 'final', 'chorus', 'extra', 'umph', 'end', 'actual', 'sound', 'like', 'first', 'one', 'instead', 'crescendo', 'ing', 'power', 'finish', 'roar', 'say', 'wavelength', 'fall', 'flat']"
i like this song the video goes perfect with it﻿,0,i like this song the video goes perfect with it﻿,i like this song the video goes perfect with it,"['i', 'like', 'this', 'song', 'the', 'video', 'goes', 'perfect', 'with', 'it']","['like', 'song', 'video', 'goes', 'perfect']","['like', 'song', 'video', 'goe', 'perfect']","['like', 'song', 'video', 'goe', 'perfect']"
"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿",0,"""....because i am a champion...and you're gonna hear me roar!""   today i am my own champion  today i am a champion for the creator  today i am doing positive in my world today i am blessing and healing all around me today i am successful and  creating success  ﻿",because i am a champion and you re gonna hear me roar today i am my own champion today i am a champion for the creator today i am doing positive in my world today i am blessing and healing all around me today i am successful and creating success,"['because', 'i', 'am', 'a', 'champion', 'and', 'you', 're', 'gon', 'na', 'hear', 'me', 'roar', 'today', 'i', 'am', 'my', 'own', 'champion', 'today', 'i', 'am', 'a', 'champion', 'for', 'the', 'creator', 'today', 'i', 'am', 'doing', 'positive', 'in', 'my', 'world', 'today', 'i', 'am', 'blessing', 'and', 'healing', 'all', 'around', 'me', 'today', 'i', 'am', 'successful', 'and', 'creating', 'success']","['champion', 'gon', 'na', 'hear', 'roar', 'today', 'champion', 'today', 'champion', 'creator', 'today', 'positive', 'world', 'today', 'blessing', 'healing', 'around', 'today', 'successful', 'creating', 'success']","['champion', 'gon', 'na', 'hear', 'roar', 'today', 'champion', 'today', 'champion', 'creator', 'today', 'posit', 'world', 'today', 'bless', 'heal', 'around', 'today', 'success', 'creat', 'success']","['champion', 'gon', 'na', 'hear', 'roar', 'today', 'champion', 'today', 'champion', 'creator', 'today', 'posit', 'world', 'today', 'bless', 'heal', 'around', 'today', 'success', 'creat', 'success']"
"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html﻿",1,"#nowplaying ""weekendmix"" track 04 : katy perry - roar (dj denis shmelev &amp; dj alex serov remix) http://youtu.be/cevxzvsjlk8   listen live at: www.smartfm.nl/livestream.html﻿",nowplaying weekendmix track NUM katy perry roar dj denis shmelev dj alex serov remi URL listen live at URL,"['nowplaying', 'weekendmix', 'track', 'NUM', 'katy', 'perry', 'roar', 'dj', 'denis', 'shmelev', 'dj', 'alex', 'serov', 'remi', 'URL', 'listen', 'live', 'at', 'URL']","['nowplaying', 'weekendmix', 'track', 'NUM', 'katy', 'perry', 'roar', 'dj', 'denis', 'shmelev', 'dj', 'alex', 'serov', 'remi', 'URL', 'listen', 'live', 'URL']","['nowplay', 'weekendmix', 'track', 'num', 'kati', 'perri', 'roar', 'dj', 'deni', 'shmelev', 'dj', 'alex', 'serov', 'remi', 'url', 'listen', 'live', 'url']","['nowplay', 'weekendmix', 'track', 'num', 'kati', 'perri', 'roar', 'dj', 'deni', 'shmelev', 'dj', 'alex', 'serov', 'remi', 'url', 'listen', 'live', 'url']"
Katy Perry's songs are the best of the songs of women artists.﻿,0,katy perry's songs are the best of the songs of women artists.﻿,katy perry s songs are the best of the songs of women artists,"['katy', 'perry', 's', 'songs', 'are', 'the', 'best', 'of', 'the', 'songs', 'of', 'women', 'artists']","['katy', 'perry', 'songs', 'best', 'songs', 'women', 'artists']","['kati', 'perri', 'song', 'best', 'song', 'women', 'artist']","['kati', 'perri', 'song', 'best', 'song', 'women', 'artist']"
i like this song because of all the animals and i like this song .﻿,0,i like this song because of all the animals and i like this song .﻿,i like this song because of all the animals and i like this song,"['i', 'like', 'this', 'song', 'because', 'of', 'all', 'the', 'animals', 'and', 'i', 'like', 'this', 'song']","['like', 'song', 'animals', 'like', 'song']","['like', 'song', 'anim', 'like', 'song']","['like', 'song', 'anim', 'like', 'song']"
http://www.wattpad.com/story/26032883-she-can-love-you-good﻿,1,http://www.wattpad.com/story/26032883-she-can-love-you-good﻿,URL,['URL'],['URL'],['url'],['url']
I love this song so much!:-D I've heard it so much I pretty much memorized  the lyrics﻿,0,i love this song so much!:-d i've heard it so much i pretty much memorized  the lyrics﻿,i love this song so much i ve heard it so much i pretty much memorized the lyrics,"['i', 'love', 'this', 'song', 'so', 'much', 'i', 've', 'heard', 'it', 'so', 'much', 'i', 'pretty', 'much', 'memorized', 'the', 'lyrics']","['love', 'song', 'much', 'heard', 'much', 'pretty', 'much', 'memorized', 'lyrics']","['love', 'song', 'much', 'heard', 'much', 'pretti', 'much', 'memor', 'lyric']","['love', 'song', 'much', 'heard', 'much', 'pretti', 'much', 'memor', 'lyric']"
"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿",1,"hey guys, i know you tend to skip these comments, but take a look first.  i am free fire, a big room, progressive house, deep house, dubstep &amp;  chillstep producer from a small town in missouri. down here, i have no  support from the community, and all i really ask is some critiquing,  support, and views.   my music has gotten much better then what it was 10 months ago, and i  promise my new content should be more then satisfying. soon i should be  able to advertise and i wont pester you guys anymore.  so gimme a chance and check out my music, thanks and god bless.﻿",hey guys i know you tend to skip these comments but take a look first i am free fire a big room progressive house deep house dubstep chillstep producer from a small town in missouri down here i have no support from the community and all i really ask is some critiquing support and views my music has gotten much better then what it was NUM months ago and i promise my new content should be more then satisfying soon i should be able to advertise and i wont pester you guys anymore so gimme a chance and check out my music thanks and god bless,"['hey', 'guys', 'i', 'know', 'you', 'tend', 'to', 'skip', 'these', 'comments', 'but', 'take', 'a', 'look', 'first', 'i', 'am', 'free', 'fire', 'a', 'big', 'room', 'progressive', 'house', 'deep', 'house', 'dubstep', 'chillstep', 'producer', 'from', 'a', 'small', 'town', 'in', 'missouri', 'down', 'here', 'i', 'have', 'no', 'support', 'from', 'the', 'community', 'and', 'all', 'i', 'really', 'ask', 'is', 'some', 'critiquing', 'support', 'and', 'views', 'my', 'music', 'has', 'gotten', 'much', 'better', 'then', 'what', 'it', 'was', 'NUM', 'months', 'ago', 'and', 'i', 'promise', 'my', 'new', 'content', 'should', 'be', 'more', 'then', 'satisfying', 'soon', 'i', 'should', 'be', 'able', 'to', 'advertise', 'and', 'i', 'wont', 'pester', 'you', 'guys', 'anymore', 'so', 'gim', 'me', 'a', 'chance', 'and', 'check', 'out', 'my', 'music', 'thanks', 'and', 'god', 'bless']","['hey', 'guys', 'know', 'tend', 'skip', 'comments', 'take', 'look', 'first', 'free', 'fire', 'big', 'room', 'progressive', 'house', 'deep', 'house', 'dubstep', 'chillstep', 'producer', 'small', 'town', 'missouri', 'support', 'community', 'really', 'ask', 'critiquing', 'support', 'views', 'music', 'gotten', 'much', 'better', 'NUM', 'months', 'ago', 'promise', 'new', 'content', 'satisfying', 'soon', 'able', 'advertise', 'wont', 'pester', 'guys', 'anymore', 'gim', 'chance', 'check', 'music', 'thanks', 'god', 'bless']","['hey', 'guy', 'know', 'tend', 'skip', 'comment', 'take', 'look', 'first', 'free', 'fire', 'big', 'room', 'progress', 'hous', 'deep', 'hous', 'dubstep', 'chillstep', 'produc', 'small', 'town', 'missouri', 'support', 'communiti', 'realli', 'ask', 'critiqu', 'support', 'view', 'music', 'gotten', 'much', 'better', 'num', 'month', 'ago', 'promis', 'new', 'content', 'satisfi', 'soon', 'abl', 'advertis', 'wont', 'pester', 'guy', 'anymor', 'gim', 'chanc', 'check', 'music', 'thank', 'god', 'bless']","['hey', 'guy', 'know', 'tend', 'skip', 'comment', 'take', 'look', 'first', 'free', 'fire', 'big', 'room', 'progress', 'hous', 'deep', 'hous', 'dubstep', 'chillstep', 'produc', 'small', 'town', 'missouri', 'support', 'communiti', 'realli', 'ask', 'critiqu', 'support', 'view', 'music', 'gotten', 'much', 'better', 'num', 'month', 'ago', 'promis', 'new', 'content', 'satisfi', 'soon', 'abl', 'advertis', 'wont', 'pester', 'guy', 'anymor', 'gim', 'chanc', 'check', 'music', 'thank', 'god', 'bless']"
